word,weight
karunia,4.0
karut,-5.0
karya,3.0
karyawan,3.0
kasad,1.0
kasam,-3.0
kasatmata,4.0
kasemat,-3.0
kasep,-4.0
kasi,-3.0
kasian,-3.0
kasih,0.5
kasihan,0.5
kasiku,-4.0
kasim,-4.0
kasip,-5.0
kasual,3.0
kasur,-4.0
kata,-1.0
kata-,-4.0
kata-kata,-4.0
katanya,-1.0
kaus,-4.0
kawaei,-2.0
kawakan,5.0
kawal,-0.5
kawula,-3.0
kaya,0.0
kayak,-3.0
kayaknya,-3.0
kayangan,-5.0
kayanya,-2.0
ke-tidakjelasan,-5.0
keahlian,3.0
keaiban,-5.0
keajaiban,-4.0
keaktifan,2.0
keampuhan,4.0
keanehan,-4.0
keasingan,-4.0
kebabaran,-2.0
kebaca,-1.0
kebahagiaan,4.0
kebaikan,4.0
kebajikan,4.0
kebalik,-3.0
kebangkitan,-1.5
kebangunan,-5.0
kebanyakan,2.0
kebas,-3.0
kebat,-3.0
kebejatan,-5.0
kebentok,-4.0
keberuntungan,1.5
kebesaran,4.0
kebijakan,3.0
kebimbangan,-4.0
kebingungan,-3.0
kebirahan,-3.0
kebiri,-4.0
kebisaan,4.0
kebisuan,-4.0
kebo,-4.0
kebobrokan,-4.0
kebodohan,-3.0
kebolehan,2.0
kebun,-4.0
keburu,-3.0
keburukan,-5.0
kebusukan,-5.0
kebutuhan,4.0
kecabuhan,-3.0
kecabulan,-5.0
kecakapan,2.0
kecaman,-5.0
kecamuk,-4.0
kecantikan,2.0
kecantol,-3.0
kecap,-4.0
kecapan,-4.0
kecapekan,-3.0
kece,1.0
kecek,-3.0
kecelakaan,-5.0
kecemasan,-4.0
kecemerlangan,-1.0
kecepatan,4.0
kecerdikan,4.0
keceriaan,-1.0
kecerobohan,-5.0
kecil,-3.0
kecintaan,-3.0
kecipir,-3.0
kecoa,-3.0
kecong,3.0
kecut,-4.0
kedaifan,-3.0
kedalaman,3.0
kedaluwarsa,-3.0
kedapatan,-2.0
kedengkian,-5.0
keder,-4.0
kediaman,2.0
kedinginan,-3.0
kedodoran,3.0
kedot,2.0
kedoyanan,3.0
kedukaan,-4.0
kedung,-3.0
keduniaan,-0.5
kedut,-4.0
keenakan,4.0
kegaduhan,-3.0
kegagahan,4.0
keganjilan,-4.0
kegedean,-2.0
kegegeran,-3.0
kegelisahan,-4.0
kegembiraan,4.0
kegemparan,-4.0
kegeruhan,-4.0
kegiatan,3.0
kegilaan,3.0
kegirangan,3.0
kegunaan,4.0
kehadiran,3.0
kehampaan,-3.0
kehangatan,0.0
kehebohan,-1.0
keheningan,-4.0
kehilangan,-4.0
kehormatan,5.0
kehuru-haraan,-4.0
keikutsertaan,3.0
keinget,-2.0
kejadian,0.5
kejam,-4.0
kejangkitan,-4.0
kejar,-3.0
kejayaan,4.0
kejedot,-4.0
kejelasan,1.0
kejelekan,-5.0
kejepit,-4.0
kejernihan,-3.0
keji,-5.0
kejorokan,-5.0
kejuruan,3.0
kejut,0.0
kejutan,3.0
kekacauan,-4.0
kekaguman,1.5
kekal,3.0
kekang,-4.0
kekayaan,2.0
kekecewaan,-3.0
kekecohan,-5.0
kekejian,-5.0
kekekalan,3.0
kekeliruan,-2.0
kekeluargaan,4.0
kekerabatan,-0.5
kekeramatan,-5.0
kekerasan,-4.0
kekhawatiran,-4.0
kekhususan,3.0
keki,-1.5
kekosongan,-3.0
kekotoran,-5.0
kekuatan,3.0
kekurangan,-3.0
kekusutan,-4.0
keladi,-3.0
kelahiran,3.0
kelainan,-4.0
kelajuan,4.0
kelakar,-4.0
kelam,-4.0
kelamaan,-4.0
kelambanan,-4.0
kelamin,-3.0
kelangkan,-3.0
kelapangan,3.0
kelar,3.0
kelas,-3.0
kelasah-kelusuh,-5.0
kelatahan,-5.0
kelati,-3.0
kelawasan,1.0
kelebihan,-3.0
kelelahan,-3.0
kelelawar,3.0
kelemahan,-4.0
kelembaman,-3.0
kelengangan,-4.0
kelengar,-4.0
kelepasan,3.0
kelesa,-4.0
kelesah,-5.0
kelesuan,-5.0
keletah,-3.0
keletihan,-3.0
kelezatan,4.0
keliatan,0.5
kelih,0.5
kelilipan,3.0
kelimpahan,4.0
kelimut,-3.0
keling,-3.0
kelipar,-4.0
kelir,-3.0
keliru,-2.0
kelok,-2.0
kelompang,-3.0
kelompok,-5.0
kelonggaran,3.0
keloyoan,-3.0
kelu,-3.0
keluang,3.0
keluangan,3.0
keluar,-3.0
keluaran,3.0
keluarga,0.5
keluarkan,-3.0
keluasan,3.0
kelucahan,-5.0
kelucuan,3.0
keluhan,-3.0
kelusuh-kelasah,-5.0
kemahiran,4.0
kemakmuran,-3.0
kemaknagandaan,-3.0
kemalangan,-5.0
kemaluan,-3.0
kemamang,-4.0
kemampuan,4.0
kemandang,-3.0
kemangkakan,3.0
kemantapan,4.0
kemas,0.5
kemaslahatan,4.0
kemasukan,-3.0
kemasygulan,-3.0
kemasyhuran,4.0
kematian,-5.0
kemayu,-3.0
kemban,-5.0
kembang,3.0
kembang-kempis,-0.5
kembar,-3.0
kembung,-3.0
kemegahan,4.0
kemerosotan,-5.0
kemesuman,-5.0
kemik,-3.0
kemiripan,0.0
kempa,-3.0
kempes,-4.0
kemplang,-5.0
kempuh,5.0
kemudahan,3.0
kemudi,3.0
kemufakatan,3.0
kemunculan,3.0
kemunduran,-5.0
kemungkinan,-1.0
kemurahan,4.0
kemuraman,-5.0
kemurkaan,-5.0
kemurungan,-5.0
ken,0.5
kena,-3.0
kenahasan,-2.0
kenal,0.5
kenamaan,5.0
kenan,-0.5
kenang,0.5
kenang-kenangan,0.5
kenangan,3.0
kenapaaa,-3.0
kenapasih,-3.0
kencan,-0.5
kencang,0.0
kenceng,-2.0
kencing,-3.0
kendati,-3.0
kendatipun,-3.0
kenduri,4.0
kenek,1.0
kenes,-3.0
kenestapaan,-3.0
kenikmatan,4.0
kenistaan,-5.0
kentara,-1.0
kentut,-2.0
kenyam,1.0
kenyamanan,4.0
kenyang,3.0
kenyataannya,-2.0
kenyih,-4.0
keok,-2.0
keonaran,-5.0
kepalan,-5.0
kepalang,-3.0
kepandaian,4.0
kepanikan,-4.0
keparat,-5.0
kepatuhan,3.0
kepayahan,-3.0
kepedihan,-5.0
kepedulian,1.0
kepelesiran,3.0
kepelikan,-4.0
kepenatan,-4.0
kepencet,-2.0
kepeng,-2.0
kepentingan,5.0
kepercayaan,0.0
keperihan,-5.0
keperluan,5.0
kepesatan,4.0
kepetangan,-3.0
kepialu,-4.0
kepiawaian,4.0
kepincangan,-4.0
kepindahan,-3.0
kepinding,-5.0
kepintaran,4.0
kepleset,-0.5
kepo,-0.5
kepoin,2.0
kepompong,-5.0
keprihatinan,-0.5
kepuasan,3.0
keputusan,4.0
keputusasaan,-5.0
kera,-3.0
kerabat,0.0
kerabit,-3.0
kerabu,-5.0
kerai,-4.0
kerajaan,-3.0
kerak,-2.0
kerakal,-3.0
keramat,-3.0
keran,-4.0
kerasan,0.0
kerasukan,-5.0
kerat,-1.0
kerawanan,-4.0
kerbau,-3.0
kerdak,-4.0
kerekau,-3.0
kerelaan,-2.0
keremus,-4.0
kerepotan,-3.0
kereseng,-4.0
kereta,-4.0
keretakan,-4.0
keri,-4.0
keriaan,3.0
keriangan,4.0
keributan,-5.0
kerik,-3.0
kerikil,-3.0
kerinduan,2.0
kering,-3.0
keringanan,2.0
keris,-4.0
kerising,-4.0
keriuhan,-3.0
kerja,2.0
kerjaan,2.0
kerjain,-3.0
kerjasama,3.0
kernyih,-4.0
kerok,-3.0
keropok,-3.0
keropos,-3.0
kerosek,-3.0
keroyok,-1.5
kerubung,-1.0
kerubut,-3.0
kerugian,-5.0
keruh,-4.0
kerukunan,3.0
kerumit,-5.0
kerumitan,-5.0
kerusuhan,-5.0
kerut,-2.0
keruwetan,-4.0
kes,3.0
kesabaran,5.0
kesah,2.0
kesahihan,-3.0
kesal,-0.5
kesalahan,-5.0
kesambet,-3.0
kesatria,2.0
kesayuan,-2.0
kesebalikan,-2.0
kesebatan,4.0
kesediaan,1.0
kesedihan,-5.0
keseimbangan,4.0
kesejukan,-3.0
kesel,-5.0
keseleo,-3.0
kesemarakan,4.0
kesendirian,-4.0
kesenduan,-2.0
kesengsaraan,-5.0
kesenjangan,-4.0
kesentuhan,-3.0
kesenyapan,-4.0
kesepakatan,-0.5
kesepian,-4.0
kesertaan,2.0
keseruan,3.0
keseser,-4.0
keset,-4.0
kesetanan,-3.0
kesetiaan,3.0
kesi,-3.0
kesialan,-5.0
kesian,-3.0
kesiannya,-4.0
kesibukan,-3.0
kesima,1.5
kesimpulan,3.0
kesohor,5.0
kesomplok,-4.0
kestabilan,4.0
kesucian,-1.0
kesudahan,-3.0
kesudian,2.0
kesufian,4.0
kesukacitaan,3.0
kesukaran,-4.0
kesulitan,-5.0
kesuma,3.0
kesumat,-4.0
kesunyian,-3.0
kesuraman,-5.0
kesurupan,-5.0
kesusahan,-5.0
kesusupan,-2.0
ketaatan,1.0
ketagihan,-3.0
ketahuan,-5.0
ketajaman,0.5
ketaksaan,-5.0
ketakutan,-4.0
ketangkasan,4.0
ketapak,3.0
ketar,-3.0
ketat,-3.0
ketauan,-4.0
ketawa,4.0
ketelanjuran,-5.0
keteledoran,-4.0
ketemu,1.0
ketenangan,-4.0
ketenteraman,4.0
keterbukaan,5.0
keterikatan,4.0
keterkaitan,-3.0
keterlaluan,-5.0
keterlibatan,-3.0
ketertarikan,4.0
ketertiban,3.0
ketewasan,-3.0
ketiadaan,1.0
ketibaan,3.0
ketidaktentuan,-5.0
ketiduran,-3.0
ketimpangan,-4.0
ketinggalan,-3.0
ketinggian,-2.0
ketuat,-4.0
ketul,-3.0
ketulahan,-4.0
ketularan,-4.0
ketumbukan,-4.0
ketus,-4.0
keuntungan,4.0
keurus,4.0
keurusan,4.0
kewalahan,-3.0
kgk,-3.0
khabis,-3.0
khafi,-5.0
khair,-4.0
khalas,3.0
khalifatullah,-4.0
khalis,4.0
khalwat,-3.0
kharab,-5.0
khas,4.0
khasi,-4.0
khasiat,4.0
khatimah,-3.0
khawatir,-2.0
khayal,2.0
khayalan,4.0
khianat,-4.0
khilaf,-4.0
khinzir,-4.0
khisit,-5.0
khuluk,3.0
khusyuk,3.0
kial,-4.0
kiamat,-3.0
kias,4.0
kiat,3.0
kicau,3.0
kicauan,-4.0
kicik,-3.0
kicu,3.0
kidib,-3.0
kikir,4.0
kikis,-5.0
kilah,-4.0
kilang,-3.0
kilat,0.5
kimah,5.0
kincang,3.0
kincit,-5.0
kincung,3.0
kini,3.0
kiprah,3.0
kipu,4.0
kira,0.0
kirai,-3.0
kiranya,-1.0
kiri,-3.0
kirim,2.0
kisas,3.0
kisi,-3.0
kisi-kisi,-4.0
kisikan,-3.0
kismat,1.0
kisruh,-3.0
kitab,-0.5
kits,5.0
klasik,3.0
klien,4.0
kliyengan,-1.5
kobar,-2.0
kobaran,-3.0
kocak,-2.0
kocar-kacir,-5.0
kocok,-3.0
kode,-3.0
kodok,-2.0
kodrat,4.0
kohesi,4.0
kohor,-3.0
koit,-5.0
kojor,-3.0
kolam,-3.0
kolaps,-5.0
koleksi,1.0
kolera,-4.0
kolot,-5.0
komat-kamit,-3.0
komedi,3.0
komisi,3.0
kompas,-3.0
kompetensi,3.0
kompleksitas,-4.0
komplemen,5.0
komplet,3.0
komplikasi,-3.0
komplot,0.0
kompor,-4.0
komunikasi,-1.0
komunitas,-0.5
konco,0.5
kondang,5.0
koneksi,-1.0
konferensi,2.0
konfirmasi,3.0
konfirmasikan,3.0
konfirmasinya,3.0
konformitas,4.0
kongkalikong,-4.0
kongkong,-3.0
konglomerasi,-4.0
konklusi,3.0
konkret,3.0
konkretisasi,-3.0
konkurensi,-4.0
konotasi,-3.0
konsekuensi,-3.0
konsensus,3.0
konseptual,3.0
konsistensi,-3.0
konsolidasi,3.0
konspirasi,0.0
konstelasi,2.0
konstruktif,3.0
konsultasi,3.0
kontak,-1.0
kontaminasi,-4.0
kontan,3.0
kontemporer,3.0
kontol,-5.0
kontradiksi,-3.0
kontras,-3.0
kontributor,3.0
kontroversi,-4.0
konveks,-3.0
konyol,-3.0
kooperasi,1.0
koordinasi,1.0
koordinasikan,1.0
koordinator,2.0
koplo,-3.0
kopong,-4.0
kopyor,-4.0
korban,-4.0
korek,0.0
korup,-5.0
korupsi,-4.0
kosen,4.0
kosong,-4.0
kot,-1.0
kota,-1.0
kotak,-3.0
koteng,-3.0
kotor,-5.0
kotoran,-5.0
koyak,-3.0
koyak-koyak,-5.0
kreasi,3.0
kreatif,4.0
kreativitas,4.0
kredibel,3.0
krg,-2.0
krim,1.0
krisis,-4.0
krista,-4.0
kritik,-5.0
kritikan,-5.0
kritis,-5.0
kroco,-4.0
kromatis,-3.0
kroni,0.5
kronis,-5.0
kronologi,-1.0
kuala,4.0
kualat,-4.0
kualifikasi,2.0
kualitas,4.0
kuasa,3.0
kuat,-0.5
kubang,-3.0
kubra,-1.5
kucar-kacir,-5.0
kucil,1.0
kucup,2.0
kucur,4.0
kudus,4.0
kufur,-5.0
kujarat,5.0
kukuh,-1.0
kukul,-3.0
kukur,-3.0
kulak,-3.0
kuliah,-0.5
kumandang,-3.0
kumat,-4.0
kumbang,-1.5
kumuh,-4.0
kunarpa,-4.0
kunci,3.0
kundangan,5.0
kungkungan,-3.0
kuning,-4.0
kunjung,0.0
kunjungi,3.0
kuno,-5.0
kuntit,1.0
kunyah,3.0
kuota,-2.0
kupon,3.0
kurang,-3.0
kurbal,-3.0
kurban,-3.0
kurung,-3.0
kurungan,-4.0
kurus,-3.0
kurusuhan,-4.0
kusa,3.0
kusuma,4.0
kusut,-4.0
kutil,-4.0
kutuk,-5.0
kutut,-3.0
kuwur,-4.0
kuy,1.0
kuyu,-5.0
kuyup,-3.0
kzl,-5.0
laba,4.0
labil,-4.0
labiovelar,4.0
laboratorium,-3.0
labrak,-4.0
labuda,-3.0
labuh,3.0
labuhan,3.0
lacur,-5.0
ladah,-5.0
ladang,-4.0
laden,3.0
lafal,-1.0
lagak,0.0
lagi,-3.0
lagian,-3.0
lagu,2.0
lahang,-3.0
lahir,3.0
laif,-5.0
laik,-5.0
lain,-4.0
lajat,-5.0
lajnah,3.0
lakeri,3.0
laknat,-5.0
lakon,-1.5
lalai,-4.0
lali,-4.0
lalim,-5.0
lalu,3.0
laluan,-4.0
lam,3.0
lama,-4.0
lambang,-3.0
lambat,1.0
lambat-lambat,-4.0
lambuk,3.0
lambung,2.0
lampu,4.0
lancang,-5.0
lancar,1.0
lancarkan,3.0
lancip,-4.0
lancung,3.0
lancut,-4.0
langah,-3.0
langau,-4.0
langgam,2.0
langgan,2.0
langganan,4.0
langgeng,4.0
langis,-5.0
langka,-5.0
langkah,4.0
langkan,-3.0
langkap,-3.0
langking,-4.0
langsai,-3.0
langsuir,-4.0
langsung,3.0
lanjur,-1.0
lanjut,-1.5
lanjutkan,1.0
lantaran,-4.0
lantik,3.0
lantip,3.0
lanyak,-3.0
lap,-5.0
lapang,3.0
lapangan,3.0
lapar,-5.0
laper,-3.0
lapisan,3.0
lapor,2.0
laporan,-5.0
laporin,-3.0
laporkan,2.0
lapuk,-5.0
lara,-5.0
larang,-3.0
larat,-3.0
lari,-2.0
lari-lari,-2.0
larut,-2.0
lasat,-5.0
lata,-5.0
laten,-5.0
latih,0.5
latihan,-2.0
latisan,-4.0
lau,-2.0
laun,1.0
laur,-4.0
lawan,-1.5
lawas,-1.5
layak,-1.0
layan,0.0
layanan,3.0
layon,-4.0
layu,-4.0
layuh,-3.0
ldr,-2.0
leave,-3.0
lebai,0.5
lebar,0.0
lebay,-4.0
lebih,1.0
lebih-lebih,4.0
lebu,-3.0
lebuk,3.0
lebun,3.0
lebur,-5.0
leburan,-3.0
lecap,-4.0
leceh,-5.0
lecet,-4.0
ledak,-4.0
ledekan,-5.0
ledes,-3.0
leduk,-4.0
legalisasi,-3.0
legalitas,-3.0
legawa,4.0
legit,4.0
lekap,-3.0
lekas,-0.5
lekat,-3.0
lektur,4.0
lekukan,-3.0
lela,-4.0
lelah,0.5
lelang,-1.0
lelap,-0.5
leleh,-1.0
lelembut,-4.0
leler,-4.0
lelucon,-4.0
lelung,-3.0
lemah,0.5
lemas,5.0
lemau,-4.0
lembaga,-3.0
lembam,-4.0
lembap,-4.0
lembek,0.5
lembeng,-4.0
lembik,5.0
lembu,-3.0
lembuk,3.0
lembung,-3.0
lemes,-3.0
lemot,-5.0
lencana,-3.0
lendeh,-3.0
lengah,-4.0
lengang,-4.0
lengas,-4.0
lenggana,-4.0
lenggang,2.0
lengkap,-0.5
lengket,-2.0
lengket-lengket,-3.0
lengkur,-3.0
lenguh,-4.0
lentera,4.0
lenyap,-5.0
lepas,-2.0
lepasan,-3.0
lepaskan,-2.0
lepek,-0.5
lepra,-5.0
lerak,-4.0
lesap,-3.0
lesit,-1.0
lestari,4.0
lesu,-4.0
leta,-5.0
letih,0.5
letup,-3.0
letus,-4.0
lever,-2.0
lewat,-1.5
leyu,-4.0
lezat,5.0
liang,-3.0
liat,0.5
libur,3.0
liburan,3.0
licin,1.0
lieur,-3.0
life,-2.0
lihai,-1.0
lihat,3.0
lila,4.0
lilit,-3.0
limbukan,3.0
limpah,1.0
lincah,0.5
lindap,-3.0
lindu,4.0
lindung,4.0
linggis,-4.0
lingkar,-3.0
lingkungan,3.0
lingkup,-5.0
lingsir,-1.5
linguis,-3.0
lini,4.0
lintar,-3.0
lintasan,-4.0
linu,0.0
linuhung,3.0
liplap,-3.0
lipur,0.0
liputan,3.0
lirih,-3.0
lisong,-3.0
lisut,-4.0
live,3.0
liwa,-3.0
loakan,-4.0
lock,-2.0
loksek,-4.0
loloh,-3.0
lolos,-4.0
lombong,-3.0
lompong,-2.0
londang,-3.0
loneng,-3.0
longgar,3.0
longgok,-3.0
longo,3.0
lopak,-4.0
lopak-lapik,-4.0
lorong,-4.0
lorot,-1.5
losmen,2.0
lost,-3.0
lot,-5.0
lotong,-4.0
lotre,-1.5
love,1.0
lovers,4.0
luak,-3.0
luang,-0.5
luas,3.0
lubang,-3.0
lubuk,-3.0
lucah,-5.0
luck,4.0
lucu,0.5
lucunya,-2.0
lucut,-3.0
luda,-3.0
ludes,-5.0
lugas,4.0
lugu,1.0
luk,3.0
luka,-5.0
lukis,2.0
lukisan,2.0
luluh,1.0
lulus,5.0
lumat,-4.0
lumayan,-0.5
lumer,-3.0
lumut,-3.0
lunak,5.0
luncas,-3.0
lunch,3.0
lungkang,-4.0
lungse,-4.0
luntur,-1.0
lupa,-1.0
lupain,1.0
lupakan,1.0
luput,-3.0
luruh,0.0
lurus,4.0
lusuh,-5.0
lutu,-4.0
lutut,-2.0
luwes,-4.0
luyu,-1.0
maaf,-0.5
maafin,-3.0
maafkan,-3.0
maap,-3.0
maapin,-4.0
maapkan,-3.0
mabok,-4.0
mabrur,4.0
macem,-2.0
macis,-4.0
madani,-4.0
madat,-3.0
maen,3.0
mafhum,1.0
mafia,-5.0
mager,-4.0
maghrib,-2.0
maha,4.0
mahabah,4.0
mahal,1.0
mahdi,3.0
maherat,-4.0
mahfum,4.0
mahh,-3.0
mahir,1.5
mahkamah,-3.0
maho,-4.0
maimun,4.0
main,0.0
mainin,-2.0
mainstream,-3.0
mairat,-5.0
majenun,0.5
majikan,-3.0
majubersama,3.0
makan,0.0
makanan,3.0
makasih,4.0
makbul,3.0
makelar,-3.0
makhluk,3.0
maki,-5.0
makian,-5.0
makin,2.0
maklum,0.5
maklumat,-0.5
makmum,-3.0
makmur,4.0
makna,5.0
makruf,4.0
maksa,-5.0
maksimal,3.0
maksud,1.0
maksudnya,-1.0
mala,-5.0
malak,-4.0
malam,-1.0
malang,-5.0
malapateka,-3.0
malapetaka,-5.0
malas,-4.0
malayari,3.0
malem,-1.0
males,-4.0
malesin,-4.0
malim,3.0
malu,-1.0
mam,-5.0
mama,4.0
mamah,-4.0
mamak,2.0
mamam,-3.0
mamang,-4.0
mambang,-4.0
mampir,-0.5
mampu,-1.0
mampus,-5.0
man,-1.0
manah,-2.0
manasuka,-4.0
mancing,2.0
mandiri,-3.0
mandraguna,4.0
maneh,-3.0
manfaat,5.0
manfaatnya,3.0
mangau,-4.0
manggak,-5.0
manggala,3.0
mangkas,-2.0
mangkel,-4.0
mangkir,-3.0
mangut,-4.0
manifestasi,-3.0
manila,5.0
manipulator,-4.0
manis,1.5
manja,1.0
manjaan,-3.0
manjur,1.5
mansukh,-4.0
mantan,-3.0
mantannya,-3.0
mantap,5.0
manusia,3.0
manuver,-3.0
mapan,3.0
mara,-4.0
marah,-5.0
marahin,-4.0
margrit,3.0
mari,1.5
marilah,0.0
mariyuana,-3.0
martabat,5.0
maruk,-3.0
masai,-4.0
masak,0.0
masakan,3.0
masalah,-4.0
masif,-0.5
masjid,3.0
maskapai,3.0
maslahat,3.0
master,-1.0
masuk,-3.0
masygul,0.5
masyhur,-0.5
mata,-2.0
mata-mata,-3.0
matahari,2.0
matanya,-2.0
mati,-0.5
matiin,-2.0
mau,2.0
maujud,2.0
maula,-4.0
maunya,-1.0
maut,4.0
mayat,-4.0
mayit,-4.0
mbeling,-2.0
mblo,-3.0
medali,4.0
medium,2.0
medok,-3.0
meh,-5.0
mekar,3.0
melabrak,-5.0
meladeni,-1.0
melafalkan,2.0
melahap,-5.0
melahirkan,3.0
melaknat,-5.0
melakoni,1.0
melakonkan,3.0
melaksanakan,-3.0
melalah,-4.0
melalak,-3.0
melalap,-4.0
melalui,3.0
melambungkan,2.0
melampas,4.0
melampau,-4.0
melancarkan,0.5
melandai,-3.0
melanggar,-5.0
melankoli,-5.0
melankolis,-2.0
melantak,-4.0
melantik,3.0
melantunkan,3.0
melanyak,0.5
melar,-2.0
melarang,-3.0
melarat,-4.0
melarikan,3.0
melarutkan,1.0
melawat,-4.0
melayang,-3.0
melayani,-1.0
melecehkan,-0.5
meledak,-4.0
meledos,3.0
meleja,-5.0
melek,0.0
melekat,-4.0
melelah,-3.0
melelapkan,-3.0
melemah,-3.0
melembung,-3.0
melenceng,-3.0
melendeh,0.0
melengkapi,3.0
melenyapkan,-5.0
melepas,-5.0
melepaskan,-5.0
melepek,-4.0
melesap,-3.0
meleset,-3.0
melesit,-1.0
melet,-3.0
meletakkan,4.0
meleting,-3.0
melewati,3.0
melibas,-4.0
melicinkan,1.0
meligih,-4.0
melihat,3.0
melilit,3.0
melindap,-3.0
melindur,-3.0
melingkupi,-3.0
melintang,-4.0
melintangi,3.0
melipur,0.5
meliputi,-3.0
melisankan,3.0
meloloh,-3.0
meloloskan,3.0
melongo,3.0
melontarkan,3.0
melorot,-1.5
meloya,-4.0
meluas,2.0
melubangi,-3.0
melukat,-4.0
melulu,-3.0
meluluhlantakkan,-4.0
meluluskan,3.0
melumangkan,-5.0
melumatkan,-4.0
melumur,-4.0
meluncurkan,3.0
melunyah,-3.0
melupakanmu,-3.0
memaafkan,-3.0
memacak,-4.0
memadatkan,-3.0
memafhumi,3.0
memahami,3.0
memahirkan,1.5
memakan,-4.0
memaki,-5.0
memaklumi,0.5
memaku,-3.0
memalak,-4.0
memaling,-5.0
memalu,3.0
memamah,-4.0
memampat,-3.0
memanas-manasi,-3.0
memanaskan,-4.0
memandu,3.0
memang,1.0
memanggang,-4.0
memangku,-3.0
memangnya,-2.0
memanjang,3.0
memantai,-1.5
memantak,-4.0
memantang,-4.0
memantapkan,-3.0
memapas,-5.0
memarahi,-5.0
memarak,-3.0
memarap,-3.0
memarkir,1.0
memartil,3.0
memasak,-3.0
memasuki,-0.5
mematuhi,4.0
mematung,-3.0
mematut-matut,-3.0
membabar,-1.0
membabat,-4.0
membaca,4.0
membahagiakan,4.0
membahana,-3.0
membahas,1.0
membaik,-3.0
membajak,-5.0
membakar,-4.0
membalas,0.5
membandel,-5.0
membanding,-3.0
membandingkan,-3.0
membandungi,-1.0
membangunkan,-4.0
membanjiri,-3.0
membantai,-4.0
membantar,-4.0
membanting,-4.0
membantu,0.0
membara,-0.5
membasmi,-5.0
membatasi,-3.0
membatu,0.0
membawang,-5.0
membawat,-5.0
membayangkan,2.0
membayankan,-4.0
membayar,-3.0
membeber,-4.0
membeda-bedakan,-3.0
membegal,-5.0
membekam,-4.0
membekap,-3.0
membekas,-3.0
membelai,-4.0
membeli,-0.5
membelot,-5.0
membembam,-4.0
membenang,4.0
membenarkan,3.0
membencanai,-4.0
membenci,-5.0
membendung,-3.0
membentak,-5.0
membentur,-3.0
memberangsangkan,-4.0
memberantas,-5.0
memberhentikan,-5.0
memberi,0.0
membersihkan,-5.0
membesar,-2.0
membeset,-4.0
membeslah,-4.0
membiak,-3.0
membiarkan,-3.0
membiasakan,2.0
membidikkan,-2.0
membimbingmu,3.0
membimbit,3.0
membinasakan,-5.0
membingkas,3.0
membingkis,4.0
membisu,-1.0
memble,-3.0
membobol,-5.0
membocorkan,-4.0
membohong,-4.0
membohongi,-3.0
membolos,-3.0
membonceng,-3.0
membongkar,-4.0
membopong,-3.0
membosankan,-3.0
membual,-4.0
membuang,-4.0
membuat,1.0
membubuhkan,4.0
membuktikan,-4.0
membukukan,-5.0
membuncahkan,-4.0
membunyikan,0.5
memburu,-0.5
memburukkan,-5.0
memecah,-4.0
memecatkan,-5.0
memedi,-4.0
memegang,-4.0
memegat,-3.0
memejahijaukan,-1.5
memejalkan,-3.0
memek,-5.0
memekik,-3.0
memeluk,1.5
memenangi,-5.0
memendam,4.0
memendek,-3.0
mementingkan,4.0
memenuhi,-3.0
memergoki,-5.0
memerikan,3.0
memeriksa,-5.0
memerli,-5.0
memerusa,-4.0
memesonakan,2.0
memetuahkan,-3.0
memfasilitasi,2.0
memfatwakan,-3.0
memfitnah,-4.0
memidana,-3.0
memihak,-3.0
memihakkan,-4.0
memijak,-3.0
memikat,-1.0
memikirkan,-3.0
memikul,-5.0
memilin,-5.0
meminati,3.0
meminda,4.0
memindahkan,-2.0
meminta,1.0
memintasi,3.0
memipihkan,-3.0
memojokkan,-4.0
memolakan,4.0
memomokkan,-5.0
memorakporandakan,-3.0
memosisikan,-5.0
memotivasi,-4.0
memotong,-3.0
memperapikan,-2.0
memperbandingkan,-3.0
mempercantik,3.0
memperduakan,-3.0
memperelok,3.0
memperhitungkan,-1.0
memperindah,3.0
memperkacaukan,-4.0
memperkeruh,-4.0
memperkirakan,2.0
memperkuat,3.0
memperlihatkan,-3.0
mempermudah,-3.0
memperolahkan,-4.0
mempersakiti,-5.0
mempersiapkan,1.0
mempersoalkan,-4.0
mempersolek,3.0
mempertaruhkan,-3.0
mempertenggangkan,-3.0
mempertentangkan,1.0
mempertimbangkan,-3.0
memprediksi,1.0
mempromosikan,3.0
mempunyai,4.0
memuai,3.0
memuakkan,-5.0
memuaskan,0.0
memudahkan,1.0
memudar,2.0
memuji-muji,4.0
memukau,1.5
memukuli,-4.0
memuluskan,-1.0
memunculkan,3.0
memungut,-2.0
memupus,-5.0
memusingkan,0.0
memusnahkan,-5.0
memusuhi,-5.0
memvonis,-3.0
menabrak,-3.0
menabung,4.0
menadaburkan,-3.0
menafakurkan,-3.0
menafikan,-4.0
menafsirkan,2.0
menagak,-5.0
menagih,-3.0
menahan,-5.0
menahankan,-2.0
menahun,-5.0
menakali,-4.0
menakjubi,-1.0
menakjubkan,1.0
menaklukkan,-4.0
menaksir,1.0
menakutkan,-4.0
menambah,3.0
menambak,-5.0
menambus,-4.0
menampak,-4.0
menampakkan,-4.0
menampel,-3.0
menampik,-4.0
menancap,-4.0
menang,-0.5
menangap,-5.0
menanggang,-5.0
menanggapi,-1.0
menanggulangi,-5.0
menanggung,-2.0
menanggungkan,-5.0
menangis,-5.0
menangkal,-4.0
menangkap,0.0
menantang,-4.0
menarik,0.0
menasihatkan,-3.0
menata,-2.0
