word,weight
cegat,-3.0
cek,-4.0
cekah,-4.0
cekak,-3.0
cekang,-3.0
cekat,-1.0
cekatan,-0.5
cekau,-2.0
cekel,4.0
ceker,-3.0
cekluk,-4.0
cekok,-3.0
ceku,-5.0
cekuh,-3.0
cekung,-4.0
cela,-4.0
celaan,-5.0
celah,-3.0
celaka,-5.0
celampak,-3.0
celemotan,-4.0
celengan,3.0
celetuk,-5.0
celih,-4.0
celomes,-4.0
celomok,-4.0
celonok,-3.0
celopar,-4.0
celoteh,-4.0
celuk,-3.0
cema,-5.0
cemar,-5.0
cemas,-3.0
cemat,-5.0
cemberut,-4.0
cembung,-3.0
cemburu,-5.0
cemeeh,-4.0
cemeh,-4.0
cemerlang,1.5
cemomot,-4.0
cemong,-4.0
cemooh,-5.0
cemoohan,-4.0
cempek,-4.0
cempelung,-5.0
cempeng,-4.0
cempera,-5.0
cempiang,3.0
cemplung,-1.5
cempung,-4.0
cemuas,-4.0
cena,-3.0
cenangkas,3.0
cencala,-5.0
cendala,-5.0
cendekia,-0.5
cendera,4.0
cenderung,-2.0
cengang,-1.0
cengeng,-4.0
cengger,-3.0
cengkauan,3.0
cengkedi,-4.0
cengkeram,-2.0
cengkerama,-2.0
cengkeraman,1.0
cengung,-3.0
centang,-5.0
centil,1.0
cepat,0.0
cepet,2.0
cepol,-4.0
cerabah,-5.0
cerabih,-4.0
ceracam,-4.0
ceracau,-4.0
cerai,-4.0
cerai-berai,-5.0
cerapan,3.0
cerca,-4.0
cercaan,-4.0
cercah,-1.5
cerdik,2.0
cerewet,-5.0
ceri,4.0
ceria,1.5
cerita,-1.0
ceritanya,2.0
ceriwis,-4.0
cermin,3.0
cerminan,3.0
cerna,-5.0
ceroboh,-5.0
ceronggah,-4.0
ceruk,-3.0
cerup,-3.0
cetek,-3.0
cetera,-4.0
cetus,-1.0
cetusan,-1.0
challenge,2.0
chat,3.0
check,1.0
cibir,-5.0
cicik,-4.0
cicip,3.0
cikun,-5.0
cilok,-3.0
cimeng,-3.0
cincong,-5.0
cingangah,-4.0
cinta,1.0
cintai,4.0
cintaku,4.0
cintamu,3.0
cintrong,0.5
ciplak,-3.0
ciptaan,3.0
cirit,-5.0
citra,2.0
cium,0.0
ciuman,-3.0
ciut,-3.0
ciyeee,1.0
claim,-3.0
classy,-2.0
close,-2.0
closed,-3.0
coba,0.5
cobaan,-5.0
cocok,0.5
cocor,-3.0
coffee,2.0
cokol,0.0
colak-caling,-5.0
coleng,-4.0
colok,-0.5
colong,-5.0
comberan,-4.0
comblang,-5.0
comeback,-2.0
comel,1.5
comot,-4.0
compeng,-4.0
compes,-4.0
condong,-5.0
congek,-3.0
congkak,-3.0
congkel,-4.0
congor,-3.0
congrats,3.0
conteng,-3.0
cool,2.0
coplok,-3.0
copot,-1.0
corengmoreng,-4.0
coret,0.5
coretan,0.5
cotok,-3.0
couple,2.0
cover,3.0
crash,-4.0
cry,-3.0
cuai,-4.0
cuak,-4.0
cuat,-0.5
cubit,-3.0
cublik,4.0
cuca,-3.0
cucok,-1.0
cucuk,-3.0
cucup,-3.0
cucut,-3.0
cuek,-2.0
cuekin,-3.0
cukup,-5.0
cukupan,-3.0
cuma,-3.0
cuma-cuma,4.0
cumbu,-3.0
cumbuan,-3.0
cumil,4.0
cunam,-3.0
cupet,-5.0
cupul,-5.0
cura,-3.0
curang,-5.0
curat,-1.0
curcol,-3.0
curhat,-0.5
curi,-5.0
curiga,-1.5
curna,-5.0
curu,-3.0
cute,2.0
cutel,-4.0
cuti,0.5
dabih,-3.0
dadah,-4.0
dadak,3.0
daftar,-1.0
dagel,3.0
dagelan,3.0
dah,-3.0
dahh,-3.0
dahiat,-5.0
dahlah,-3.0
dahsyat,-1.5
dahulu,0.5
daif,-3.0
daim,3.0
daing,-4.0
dajal,-5.0
dakaik,3.0
dakap,-3.0
daki,-4.0
dakwa,3.0
dalal,-3.0
dalalah,-5.0
dalam,3.0
dalang,0.0
dalem,-2.0
dalih,-4.0
dalil,-3.0
dam,-3.0
damar,4.0
dambaan,3.0
dampak,-3.0
damping,1.0
damprat,-4.0
dampratan,-5.0
dana,4.0
dandan,4.0
dangkal,-1.5
dangkap,-3.0
dangkar,-4.0
dangkung,-3.0
dansa,3.0
danyang,-4.0
dapat,0.0
dapatkan,2.0
dapet,2.0
dapra,-3.0
darah,1.5
daras,-5.0
darat,-1.0
dari,-3.0
darurat,-1.5
data,-3.0
datang,-4.0
datar,3.0
dateng,2.0
datuk,-4.0
daulat,4.0
dear,2.0
death,-3.0
debar,-0.5
debat,3.0
debil,-5.0
debu,-3.0
debuk,3.0
dedak,-3.0
dede,1.0
dedemit,-4.0
dedengkot,0.5
deduksi,3.0
defekasi,-5.0
defensif,4.0
definisi,3.0
definit,2.0
defisit,-3.0
degap,3.0
degil,-5.0
degub,-1.0
dekaden,-5.0
dekadensi,-5.0
dekap,-2.0
dekat,-1.5
deket,1.0
dekil,-5.0
deklarasi,-3.0
dekorasi,5.0
delay,-3.0
delegasi,-4.0
delete,-3.0
delusi,3.0
demek,-4.0
demen,0.0
demo,-3.0
demon,-3.0
demonstrasi,-3.0
dempet,-3.0
denai,-4.0
denda,3.0
dendam,-5.0
dendang,2.0
dendeng,-4.0
dengar,2.0
denger,-3.0
dengerin,3.0
dengki,-5.0
dengkik,-4.0
dengkul,-3.0
dengkur,-3.0
dengu,-3.0
dengung,-3.0
dengus,-3.0
dengut,-3.0
denyut,0.0
depak,-3.0
dependen,3.0
deposito,3.0
depresi,-4.0
deraan,-5.0
derai,-3.0
derajat,5.0
deras,-0.5
derauan,3.0
derek,-5.0
deres,1.0
deriji,-4.0
dering,-3.0
derita,-5.0
deru,-3.0
derum,-4.0
desah,-3.0
desain,4.0
desak,-1.5
desakan,4.0
desas-desus,-5.0
desau,-3.0
desersi,-3.0
desir,-2.0
deskripsi,-4.0
destar,-4.0
detail,2.0
detailnya,1.0
detak,-3.0
detektif,-3.0
determinasi,3.0
dewan,-3.0
dewana,3.0
dewasa,2.0
dia,-3.0
diajak,1.0
diajarin,-3.0
dialog,-1.0
diam,-1.0
diamond,3.0
diancurin,-3.0
diapain,-3.0
diare,-4.0
dibalas,2.0
dibales,-3.0
dibalik,-3.0
dibantu,2.0
dibayar,3.0
dibeliin,-1.0
diblock,-4.0
dibuang,-3.0
dibully,-5.0
dicoba,2.0
dicuekin,1.0
didih,-4.0
didik,0.0
diduain,-3.0
die,-4.0
diem,-0.5
diet,-3.0
digantung,-3.0
digdaya,4.0
diginiin,-3.0
digituin,-2.0
digresi,-4.0
dihati,3.0
dikangenin,-2.0
dikara,3.0
dikasih,2.0
dikatain,-3.0
diketawain,-4.0
dikira,-3.0
dikirim,2.0
dikit,-4.0
dikonfirmasi,3.0
dikte,3.0
dilarang,-3.0
dilema,-3.0
diliatin,-3.0
dilupain,-4.0
dimakan,-2.0
dimarahin,-5.0
dimiliki,1.0
dimulai,1.0
dina,-5.0
dinamika,3.0
dinasti,-3.0
dingin,1.0
dinistain,-4.0
dipaksa,-4.0
dipamerin,-3.0
dipanggil,-1.0
dipantau,2.0
diplomasi,-5.0
diproses,1.0
direksi,-3.0
direktur,3.0
diri,-1.0
dirimu,-1.0
disakiti,-5.0
disalahin,-3.0
disarankan,1.0
disayang,0.0
disentri,-5.0
diserang,-4.0
disimilaritas,-4.0
disiplin,3.0
diskaun,3.0
diskon,2.0
diskredit,-4.0
diskrepansi,-3.0
disparitas,-4.0
dispensasi,3.0
distingsi,-4.0
distingtif,4.0
distorsi,-4.0
distribusi,3.0
disuruh,-2.0
diterima,2.0
ditidurin,-4.0
ditinggal,-4.0
ditolak,-4.0
ditunggu,2.0
diusir,-4.0
diva,2.0
divergensi,-4.0
doa,0.0
doain,2.0
doang,0.0
dobel,-3.0
dobrak,-0.5
dodor,3.0
dogma,-3.0
dogmatis,2.0
dogol,-5.0
doh,-4.0
doi,-3.0
dok,4.0
doktrin,0.0
dol,3.0
domba,-3.0
dominan,0.5
dominasi,3.0
domot,-5.0
dompleng,-3.0
donatur,3.0
dongeng,1.0
dongkel,-3.0
dongkol,-4.0
dongok,-5.0
donor,3.0
dosa,-4.0
down,-3.0
drama,-4.0
drastis,0.0
draw,-3.0
drop,-3.0
drum,2.0
dua,-1.0
duaja,-3.0
duel,-4.0
duet,-2.0
duga,1.0
dugal,-5.0
duh,-4.0
duka,-0.5
dukacarita,-4.0
dukacita,-3.0
dukun,-3.0
dukung,4.0
dukungan,4.0
duli,0.5
duluan,0.0
dum,-3.0
dungkul,-4.0
dungu,-5.0
dunia,-0.5
dupleks,-3.0
dura,-3.0
durhaka,-5.0
duri,-4.0
durjana,-5.0
durkarsa,-5.0
dursila,-5.0
dwiganda,-3.0
dzuhur,1.0
eaa,1.0
eban,-4.0
ecer,-2.0
eco,5.0
edan,-3.0
edar,2.0
edaran,-3.0
eek,-5.0
efek,3.0
efektif,5.0
efisien,4.0
ego,-3.0
egois,-5.0
eja,3.0
ejakulasi,-3.0
ejek,-4.0
ejekan,-4.0
eka,3.0
ekang,-4.0
eklektis,-3.0
ekofraksia,-5.0
ekonomis,3.0
ekor,-3.0
eks,-3.0
eksemplar,3.0
ekshibisi,-3.0
eksklusif,4.0
ekspirasi,-3.0
eksplisit,0.5
eksplorasi,4.0
ekspos,-4.0
ekspres,0.0
ekstasi,-3.0
ekstensif,3.0
ekstra,3.0
ekstrem,-4.0
ekstremis,3.0
el,-3.0
elak,-3.0
elegan,1.5
elektromotif,3.0
elite,5.0
elu,0.5
elusan,-3.0
elusif,-2.0
embah,-3.0
embal,-4.0
embarau,-3.0
embat,-4.0
embek,-3.0
embel-embel,5.0
embus,-3.0
emergensi,-4.0
emg,-1.0
emir,4.0
emmm,-2.0
emong,3.0
emosi,-0.5
empal,-4.0
empang,-3.0
empap,-3.0
empas,-3.0
empedal,-5.0
emper,-3.0
empos,-3.0
empot-empotan,-5.0
empuk,-0.5
enak,0.5
enas,-5.0
encok,-5.0
endemi,-5.0
endus,0.0
endut-endut,3.0
enek,-4.0
eneng,5.0
energi,3.0
energik,2.0
engah,-1.5
enggan,-5.0
engkau,-4.0
enjoy,3.0
entah,-3.0
entah-berentah,-3.0
entak,-3.0
enteng,1.0
entitas,1.0
enyah,-4.0
epidemi,-5.0
epigon,-3.0
erang,-1.5
erangan,-3.0
erik,-3.0
eror,-4.0
erot,-4.0
erotan,-4.0
erotis,-4.0
eroton,-4.0
error,-5.0
erti,0.0
esa,3.0
esai,2.0
esensial,-4.0
esok,-0.5
estetik,4.0
estetis,1.5
eviden,3.0
ex,-1.0
excited,-1.0
faal,4.0
fadihat,-5.0
fadil,3.0
faedah,1.5
faedahnya,-1.0
fail,-5.0
fair,3.0
fakir,-5.0
fakta,-3.0
faktitius,3.0
faktor,-4.0
faktual,3.0
familiar,2.0
fanbase,3.0
fans,2.0
fantasi,3.0
fantasy,2.0
farak,-3.0
faring,-5.0
fasid,-5.0
fasilitas,-1.0
fatal,-5.0
fatamorgana,3.0
fatanah,3.0
fav,5.0
favorite,4.0
federasi,3.0
fertil,4.0
feses,-5.0
fiesta,3.0
figur,3.0
fiksi,0.0
filantropi,0.5
filial,2.0
filo,-3.0
filsafat,0.0
final,0.5
fine,3.0
firasat,-1.5
fiskal,-3.0
fit,4.0
fitnah,-5.0
fitrah,3.0
fk,-4.0
flu,-3.0
fokus,0.5
folder,-5.0
follback,1.0
fondasi,-0.5
formal,-0.5
formasi,3.0
forum,-0.5
fosil,-4.0
foto,3.0
free,3.0
fresh,-2.0
friends,3.0
friksi,-5.0
frustasi,-3.0
fulanah,-1.0
fundamental,-4.0
fungsionaris,-3.0
fusi,4.0
gaada,-3.0
gaakan,-2.0
gabaik,-3.0
gabakal,-4.0
gabal,-5.0
gabas,-5.0
gabole,-2.0
gaboleh,-4.0
gabuk,-4.0
gabung,-5.0
gabungan,-5.0
gabut,-5.0
gabutuh,-3.0
gaco,-2.0
gacoan,-2.0
gadai,-3.0
gadang,-4.0
gado-gado,-4.0
gaenak,-3.0
gagah,2.0
gagal,-4.0
gagap,-5.0
gagar,-3.0
gagu,-3.0
gaib,-5.0
gairah,0.5
gajadi,-3.0
gajak,4.0
gaje,-3.0
gajih,-2.0
gakuat,-3.0
galaba,-5.0
galas,-4.0
galian,-3.0
gamak,-4.0
gamam,-4.0
gamang,-3.0
gamat,-5.0
gamau,-4.0
gambar,-0.5
gambir,3.0
gamblang,-1.0
game,2.0
gampang,0.5
gamungkin,-3.0
ganar,-4.0
ganas,-5.0
ganda,-3.0
ganduh,3.0
gang,-4.0
gangerti,-3.0
ganggang,-3.0
ganggu,-4.0
gangguin,-3.0
gangsar,0.5
gani,4.0
ganjal,-3.0
ganjar,1.0
ganjaran,0.0
ganjil,0.0
ganteng,0.0
ganti,0.0
gantung,-3.0
ganyang,-1.5
gapah,5.0
gapaham,-4.0
gapai,3.0
gapaian,3.0
gapernah,-3.0
gapuk,-3.0
gapura,-4.0
gara,-4.0
gara-gara,-5.0
garang,-5.0
garda,3.0
gari,3.0
garib,-4.0
garing,5.0
garis,-3.0
garit,-3.0
garu,-4.0
garuk,-3.0
gas,-4.0
gasak,-5.0
gastroenterologi,-5.0
gasuka,-4.0
gatal,-3.0
gatau,-1.0
gatel,-3.0
gatra,3.0
gaul,-3.0
gaung,-3.0
gausa,-3.0
gausah,-4.0
gawat,-5.0
gayung,-4.0
gblk,-4.0
gbs,-2.0
gebang,-4.0
gebetan,-2.0
geblek,-5.0
gebok,-3.0
gebos,-3.0
gebu,-3.0
gebung,-5.0
gebyar,4.0
gedang,-4.0
gede,0.0
gedembai,-4.0
gedembal,2.0
gedor,-4.0
gegabah,-5.0
gegadan,-5.0
gegap,-1.5
gegar,-3.0
gegara,-3.0
geger,0.5
gegetun,-4.0
gejolak,-1.0
gela,-3.0
geladah,-3.0
geladir,-5.0
gelagap,-2.0
gelagat,-1.5
gelak,2.0
gelanggang,-0.5
gelantung,-4.0
gelap,-4.0
gelar,2.0
gelatak,-4.0
gelebah,0.0
gelecik,-4.0
geledah,-3.0
geledek,-2.0
gelegak,-1.0
geleng,-3.0
geleser,1.0
gelesot,-1.0
geletar,-4.0
geletik,-3.0
geli,-2.0
geliat,-3.0
gelibat,-2.0
gelicik,-3.0
gelincir,-1.0
gelingsir,-3.0
gelinjang,-3.0
gelis,-3.0
gelisah,-5.0
gelo,-2.0
gelogok,-3.0
gelongsor,-4.0
gelopak,-4.0
gelora,0.0
geluduk,-3.0
geluncur,-3.0
gelung,-3.0
gema,1.0
gemal,-5.0
gemar,2.0
gemas,-0.5
gemaung,-3.0
gembel,-5.0
gembil,-4.0
gembira,1.0
gemblung,-3.0
gembol,-4.0
gembrot,-3.0
gembul,-3.0
gembung,-3.0
gembur,5.0
gemeletek,-4.0
gemes,-2.0
gemetar,-3.0
gemi,3.0
geming,-1.0
gemirang,4.0
gempa,4.0
gempal,-2.0
gempar,1.0
gempil,-4.0
gempita,-0.5
gempur,-4.0
gempuran,-3.0
gemuk,-3.0
gemuruh,-3.0
genah,-1.5
genang,-2.0
genangan,-2.0
genap,-3.0
gencat,-5.0
gencet,-5.0
gendak,-5.0
gendeng,-2.0
gending,1.0
gendut,-3.0
generasi,-3.0
gengsi,4.0
genial,4.0
genit,1.0
genitalia,-3.0
genius,3.0
genjang,-4.0
gentar,-1.5
gentas,0.5
gepok,-1.5
gerah,-5.0
gerak-gerik,4.0
gerakan,4.0
gerecok,-4.0
geregetan,-4.0
gerenyot,-4.0
gerepes,-4.0
geret,-3.0
geretan,-4.0
gergaji,-1.0
gerha,3.0
gerhana,-2.0
geriap,-4.0
gerimis,1.0
gering,-5.0
germo,-5.0
gerobak,-4.0
gerombol,-4.0
gerombolan,-4.0
gerombong,-4.0
gersang,-3.0
gertak,-5.0
geruh,-4.0
gesek,-1.0
geser,-2.0
getap,-4.0
getar,-1.0
getaran,-1.0
getas,5.0
getir,-4.0
getol,-0.5
getun,-4.0
giang,-3.0
gibah,-3.0
gidik,-4.0
gigil,-0.5
gigit,-2.0
gila,-2.0
gila-gila,-4.0
gila-gilaan,-0.5
gilak,-4.0
gilas,-4.0
gili-gili,-3.0
giliran,3.0
ginding,-4.0
gingsir,-3.0
giniin,-2.0
girang,3.0
girik,3.0
girik-girik,3.0
gita,2.0
gituan,-3.0
giwang,-1.0
gjd,-3.0
globe,-1.0
gobek,3.0
goblok,-5.0
goda,-0.5
godaan,-3.0
godain,-3.0
gogrok,-3.0
gohong,-3.0
gol,3.0
golak,-5.0
golek,-1.0
gombal,2.0
gombong,-3.0
gombrang,3.0
gombroh,3.0
gombrong,3.0
goncang,-3.0
gondok,-4.0
gone,-2.0
gonjak,-5.0
gontai,1.0
gontok,-4.0
good,5.0
goodbye,-3.0
goreng,-0.5
gores,-1.0
gorong-gorong,-4.0
gosah,-3.0
gosip,-5.0
gosok,-5.0
got,-3.0
goyah,-4.0
goyang,-4.0
grahita,3.0
gratifikasi,2.0
gratis,4.0
great,3.0
grecok,-4.0
gres,4.0
grip,-4.0
griya,-1.0
grogi,-4.0
grup,-4.0
gua,-3.0
guar,3.0
gubahan,3.0
gubris,0.5
gubrisan,-2.0
gubuk,-2.0
gudi,4.0
gugah,0.5
gugatan,-5.0
gugup,-5.0
gugur,-1.0
gugus,-4.0
gulana,-4.0
guling,-3.0
gulir,-3.0
guna,1.0
guncang,-3.0
guncangan,-2.0
gundah,-5.0
gundal,-3.0
gundik,-2.0
gunduk,-3.0
gundukan,-4.0
gunjingan,-5.0
guntang-guntang,3.0
guntur,-3.0
guram,-2.0
gurau,-4.0
gurauan,-4.0
gurih,1.0
guru,3.0
gurub,-5.0
gurufavorit,3.0
guruh,-0.5
gurun,-3.0
gusar,-1.0
gusti,4.0
gusur,-5.0
gutuk,4.0
guyon,-4.0
guys,1.0
gws,2.0
habis,0.0
habitat,-2.0
habituasi,1.0
hack,-4.0
hadang,-5.0
hadeh,-4.0
hadiah,0.5
hadir,-0.5
hadirin,-3.0
hai,3.0
haih,-4.0
hajar,-5.0
hajat,-2.0
hakam,-3.0
hakiki,-4.0
hakimah,4.0
halah,-5.0
halang,-3.0
halilintar,-3.0
hallo,4.0
halo,1.0
haloo,3.0
hama,-3.0
hambar,-3.0
hambat,-4.0
hambur,-3.0
hamburan,-3.0
hamik,-3.0
hamil,-5.0
hampa,-5.0
hamparan,3.0
hamster,-3.0
hancai,-5.0
handai,-0.5
hangat,0.5
hangit,-5.0
hangus,-3.0
hantam,-5.0
hantaman,-3.0
hantu,-0.5
hanya,-3.0
happy,5.0
hapus,-3.0
harap,0.0
harap-harap,-5.0
hardik,-5.0
hardikan,-5.0
harga,3.0
harkat,5.0
harmonis,1.0
harmonisasi,3.0
harmonisasiuniv,2.0
harum,5.0
harus,-5.0
hasad,-1.5
hasan,-0.5
hasil,3.0
hastag,1.0
hasud,-5.0
hate,-5.0
haters,-5.0
hati,0.0
hati-hati,-0.5
hatiku,0.0
hawa,-4.0
hawar,-5.0
hay,1.0
hayat,0.5
hayo,4.0
hayoloh,-3.0
heban,4.0
heboh,-1.0
hebring,3.0
hello,2.0
helloo,1.0
hellooo,2.0
help,2.0
hemat,0.5
hembus,-3.0
hempas,-4.0
hendak,0.0
hendaknya,0.0
hengkang,-4.0
henti,-4.0
henyak,-4.0
heran,0.5
herbal,2.0
heula,-2.0
hi,1.0
hias,3.0
hiasan,3.0
hiatus,-2.0
hibah,4.0
hidang,2.0
hidu,-1.0
hidung,-5.0
hidup,-1.0
hih,-4.0
hii,3.0
hiii,1.0
hijau,3.0
hikmah,2.0
hikmat,3.0
hilaf,-4.0
hilang,-0.5
hilir,4.0
himpit,-1.5
himpun,-3.0
himpunan,-4.0
hina,-5.0
hinaan,-5.0
hingar,-1.5
hipotesis,-3.0
hipotetis,3.0
hirap,-3.0
hiruk,-1.5
hiruk-pikuk,0.5
hirup,-3.0
hisap,-3.0
histeria,-5.0
histeris,-4.0
hitam,-4.0
hitung,1.0
hoax,-5.0
hoki,0.0
homogen,2.0
hop,-5.0
horor,-5.0
hostel,1.0
hot,-4.0
hotel,1.0
hubung,-1.0
huda,-3.0
huhuhu,-2.0
huhuu,-4.0
hujah,-4.0
hujan,-0.5
hujat,-5.0
hujung,-3.0
hukum,0.0
hulu,-3.0
hulubalang,3.0
huma,-4.0
huni,-3.0
hunjam,-4.0
hutan,3.0
hutang,-5.0
hy,1.0
iba,-5.0
ibadah,4.0
ibadat,4.0
iblis,-4.0
ibunda,-1.0
idam,0.5
idaman,3.0
idap,-5.0
ideal,3.0
idih,-3.0
idiosinkratis,4.0
idiot,-5.0
idk,-3.0
idola,-3.0
iflix,1.0
ifrit,-4.0
igau,-3.0
igauan,-3.0
ihh,-5.0
ihhh,-4.0
ihhhh,-3.0
ihsan,4.0
ihwal,-4.0
iih,-5.0
ijab,-1.0
ijtihad,3.0
ikat,-2.0
ikhlas,4.0
ikhtiar,-0.5
iktifak,4.0
iktikad,-1.0
ikut,-3.0
ikut-ikutan,-3.0
ikutan,0.5
ilang,-5.0
ilat,-5.0
ilmu,4.0
iluminasi,-3.0
ilusi,3.0
image,-2.0
imaji,3.0
imam,-1.0
iman,0.0
imbal,1.0
imbalan,-1.0
imbang,-0.5
imbas,-4.0
imbesil,-5.0
imbuh,1.0
iming-iming,-3.0
imitasi,3.0
imla,1.0
impas,-3.0
impian,3.0
implementasi,-4.0
implikasi,-3.0
import,2.0
impoten,-5.0
impulsif,3.0
imut,-1.0
imut-imut,1.5
inai,-4.0
inap,2.0
inaugurasi,-3.0
inayat,4.0
incang-incut,-4.0
incess,-3.0
incit,-4.0
indah,0.5
indehoi,-3.0
indikasi,0.0
individual,4.0
indo,-3.0
indolen,-4.0
indolensi,-4.0
indusemen,-3.0
inersia,-4.0
infak,4.0
inferensi,3.0
inferior,-4.0
inferioritas,-5.0
infinit,3.0
influensa,-3.0
info,-3.0
informasi,-0.5
informasinya,2.0
inga,-4.0
ingar,-5.0
ingat,-0.5
ingat-ingat,0.5
ingatan,3.0
ingetin,-2.0
ingkar,-4.0
ingsut,-3.0
inheren,-4.0
inhibisi,-4.0
inisiator,-0.5
injakan,-3.0
injek,-3.0
inkarnasi,-1.0
inklinasi,-3.0
inklusif,-0.5
inkorporasi,3.0
inovasi,4.0
insaf,-1.0
insane,-4.0
insentif,0.0
insiden,-1.5
insinye,4.0
inspirasi,-3.0
instansi,-3.0
instingtif,3.0
instruksi,-3.0
insyaallah,2.0
intan,3.0
integrasi,3.0
intelektual,3.0
inteligen,-1.5
intensi,3.0
intensif,-1.0
interaksi,0.5
interes,4.0
interferensi,2.0
interlokusi,-3.0
interpretasi,3.0
interupsi,3.0
intiha,-3.0
intim,2.0
intimidasi,-5.0
intrakalimat,-5.0
intrik,0.5
intrinsik,-4.0
intuitif,3.0
invalid,-5.0
inventif,4.0
inventivitas,4.0
inventori,-3.0
invitasi,2.0
invite,1.0
ira,-3.0
irama,4.0
iri,-4.5
iring-iringan,-4.0
iringan,-4.0
iris,-4.0
irit,0.0
iritasi,1.0
irsyad,-3.0
isak,-5.0
isbat,3.0
iseng,-3.0
ish,-4.0
isi,-1.5
islam,4.0
isotop,-3.0
istan,-5.0
istirahat,-2.0
isu,-1.0
isukan,-1.0
item,-4.0
itifak,4.0
itihad,3.0
itu,-2.0
itunya,-2.0
iyain,-2.0
iyak,-2.0
iyasih,-2.0
izin,-4.0
jaat,-3.0
jabar,3.0
jabat,-3.0
jadi,-0.5
jadul,-3.0
jaga,-0.5
jaga-jaga,-1.0
jagalah,3.0
jago,3.0
jagoan,3.0
jahad,-4.0
jahanam,-5.0
jahat,-4.0
jahatin,-3.0
jahatnya,-4.0
jahil,-4.0
jahit,-5.0
jail,-4.0
jajah,-5.0
jajak,3.0
jajal,-4.0
jala,3.0
jalanan,-4.0
jalang,-4.0
jalanin,2.0
jali,2.0
jalu,-4.0
jalur,-4.0
jamah,-5.0
jaman,-2.0
jambak,-5.0
jambret,-5.0
jamhur,3.0
jamiah,1.0
jamik,3.0
jamil,2.0
jamin,-5.0
jangan,-3.0
jangankan,-3.0
jangann,-3.0
janggal,-4.0
jangka,3.0
jangkang,-5.0
jangkit,-5.0
jantan,5.0
jarah,-4.0
jarak,0.0
jaras,-5.0
jari,-4.0
jariji,-4.0
jaring,3.0
jaringan,-0.5
jarum,-4.0
jaruman,-5.0
jasa,4.0
jaswadi,3.0
jatah,1.0
jatohnya,-1.0
jatuh,-1.0
jauh,-4.0
jauhin,-3.0
jawab,-1.0
jawaban,-1.0
jawara,3.0
jawatan,-3.0
jaya,4.0
jealous,-3.0
jebakan,3.0
jebeh,-5.0
jeblok,-5.0
jeblos,-1.5
jedot,-4.0
jejal,-1.0
jejap,-4.0
jelabak,-3.0
jelak,3.0
jelang,3.0
jelas,-1.0
jelata,-5.0
jelek,-5.0
jeli,0.5
jelingah,-3.0
jelma,-3.0
jelukan,-3.0
jelus,-2.0
jemari,-4.0
jembalang,-4.0
jembatan,-4.0
jembel,-5.0
jempol,4.0
jempolan,4.0
jenak,1.0
jenaka,-3.0
jenang,4.0
jenazah,-4.0
jendala,-5.0
jendera,-4.0
jenewer,-4.0
jengkang,-5.0
jengkel,-4.0
jenguk,-2.0
jentaka,-5.0
jentelmen,3.0
jepit,-4.0
jeput,-3.0
jera,-3.0
jeran,-3.0
jeraus,-0.5
jerawat,-3.0
jereket,-3.0
jerepet,-3.0
jeri,-3.0
jeriji,-4.0
jeringing,-4.0
jerit,-3.0
jeritan,-5.0
jernih,4.0
jerum,-4.0
jiawang,5.0
jibilah,4.0
jidur,3.0
jigong,-4.0
jigrah,3.0
jihad,3.0
jihat,-4.0
jiji,-4.0
jijik,-5.0
jilat,-3.0
jilatan,-3.0
jilbab,3.0
jilid,-5.0
jin,-3.0
jiplak,-3.0
jir,-3.0
jleb,-3.0
jobak,-3.0
jodoh,0.0
join,1.0
jolak,-3.0
joli,1.0
jomblo,-1.0
jompo,-3.0
jones,-3.0
jongkok,-5.0
jorok,-5.0
jorong,-3.0
jotos,-5.0
jreng,3.0
juak-juak,5.0
jual,1.0
jualan,1.0
juang,0.0
judes,-4.0
judul,2.0
jujur,1.5
julat,3.0
jumat,2.0
jungkal,-2.0
junior,-4.0
junjung,-2.0
junjungan,-2.0
juragan,-4.0
jurik,-4.0
juta,2.0
jutek,-5.0
jutekin,-5.0
juwita,-4.0
juz,-4.0
kabar,-0.5
kabeh,-2.0
kabil,-4.0
kabin,-3.0
kabinet,-3.0
kabung,-2.0
kabur,-2.0
kabut,-2.0
kacangan,-4.0
kacek,-4.0
kaci,4.0
kacip,-3.0
kacrek,-3.0
kacuk,-4.0
kada,-3.0
kadam,-3.0
kadang,3.0
kadang-kadang,3.0
kadar,5.0
kado,2.0
kafe,-4.0
kafetaria,-4.0
kafilah,-4.0
kagak,-3.0
kaget,0.0
kagum,1.0
kaidah,-4.0
kaisar,4.0
kait,1.0
kaitan,-1.5
kaji,4.0
kajian,4.0
kakas,-3.0
kakek,3.0
kalah,-4.0
kalang-kabut,-4.0
kalap,-1.0
kalau,-1.0
kalem,1.0
kalimantang,-3.0
kalimat,-3.0
kalis,4.0
kalong,3.0
kalor,-4.0
kalut,-3.0
kam,2.0
kambing,-3.0
kambuh,-4.0
kamil,3.0
kampanye,3.0
kampit,-1.0
kampret,-5.0
kampungan,-5.0
kandas,-5.0
kandis,4.0
kandut,-3.0
kangen,0.0
kanjang,4.0
kanji,-3.0
kantin,-4.0
kantong,1.0
kanun,-3.0
kaos,-4.0
kapabilitas,3.0
kapah,-2.0
kapal,-3.0
kapasitas,3.0
kapok,-3.0
kapuk,-3.0
karang,-3.0
karangan,-4.0
karavan,-4.0
kardinal,-4.0
karena,-3.0
karib,4.0
karimah,4.0
karin,-2.0
karsa,3.0
karu,-5.0
